Season_Number,Guest_Star_Name,Episode_Title
10,Marcia Wallace,"""Marge Simpson in: ""Screaming Yellow Honkers"""""
10,"Hank Williams, Jr.","""Marge Simpson in: ""Screaming Yellow Honkers""""[70]"
10,Marcia Wallace,"""Simpsons Bible Stories"""
10,Michael Dees,"""Mom and Pop Art"""
10,Jasper Johns,"""Mom and Pop Art""[230]"
10,Isabella Rossellini,"""Mom and Pop Art""[230]"
10,Marcia Wallace,"""Mom and Pop Art"""
10,Jack LaLanne,"""The Old Man and the ""C"" Student""[231]"
10,NRBQ,"""The Old Man and the ""C"" Student""[231]"
10,Michael McKean,"""Monty Can't Buy Me Love""[232]"
10,Stephen Hawking,"""They Saved Lisa's Brain""[233]"
10,Denice Kumagai,"""Thirty Minutes over Tokyo""[234]"
10,Karen Maruyama,"""Thirty Minutes over Tokyo""[234]"
10,George Takei,"""Thirty Minutes over Tokyo""[235]"
10,Gedde Watanabe,"""Thirty Minutes over Tokyo""[234]"
10,Keone Young,"""Thirty Minutes over Tokyo""[234]"
11,Jack Burns,"""Beyond Blunderdome""[236]"
11,Mel Gibson,"""Beyond Blunderdome""[236]"
11,Marcia Wallace,"""Beyond Blunderdome"""
11,Mark McGwire,"""Brother's Little Helper""[237]"
11,Marcia Wallace,"""Brother's Little Helper"""
11,Edward Asner,"""Guess Who's Coming to Criticize Dinner?""[238]"
11,Marcia Wallace,"""Guess Who's Coming to Criticize Dinner?"""
11,Tom Arnold,"""Treehouse of Horror X""[239]"
11,Dick Clark,"""Treehouse of Horror X""[239]"
11,Lucy Lawless,"""Treehouse of Horror X""[239]"
11,Frank Welker,"""Treehouse of Horror X""[70]"
11,The B-52's,"""E-I-E-I-(Annoyed Grunt)""[240]"
11,Marcia Wallace,"""E-I-E-I-(Annoyed Grunt)"""
11,Frank Welker,"""E-I-E-I-(Annoyed Grunt)""[70]"
11,Ron Howard,"""Hello Gutter, Hello Fadder""[241]"
11,Penn Jillette,"""Hello Gutter, Hello Fadder""[241]"
11,Pat O'Brien,"""Hello Gutter, Hello Fadder""[241]"
11,Nancy O'Dell,"""Hello Gutter, Hello Fadder""[241]"
11,Teller,"""Hello Gutter, Hello Fadder""[241]"
11,Marcia Wallace,"""Hello Gutter, Hello Fadder"""
11,Jan Hooks,"""Eight Misbehavin''[242]"
11,Garry Marshall,"""Eight Misbehavin""[242]"
11,Butch Patrick,"""Eight Misbehavin""[242]"
11,Marcia Wallace,"""Eight Misbehavin"""
11,Frank Welker,"""Eight Misbehavin""[243]"
11,John Goodman,"""Take My Wife, Sleaze""[244]"
11,Jan Hooks,"""Take My Wife, Sleaze""[244]"
11,Jay North,"""Take My Wife, Sleaze""[244]"
11,NRBQ,"""Take My Wife, Sleaze""[244]"
11,Marcia Wallace,"""Take My Wife, Sleaze"""
11,Henry Winkler,"""Take My Wife, Sleaze""[244]"
11,Clarence Clemons,"""Grift of the Magi""[245]"
11,Gary Coleman,"""Grift of the Magi""[245]"
11,Joe Mantegna,"""Grift of the Magi""[245]"
11,Tim Robbins,"""Grift of the Magi""[245]"
11,Marcia Wallace,"""Grift of the Magi"""
11,Elwood Edwards,"""Little Big Mom""[246]"
11,Marcia Wallace,"""Little Big Mom"""
11,Don Cheadle,"""Faith Off""[247]"
11,Joe Mantegna,"""Faith Off""[247]"
11,Marcia Wallace,"""Faith Off"""
11,Britney Spears,"""The Mansion Family""[248]"
11,Randy Bachman,"""Saddlesore Galactica""[249]"
11,Jim Cummings,"""Saddlesore Galactica""[70]"
11,Trevor Denman,"""Saddlesore Galactica""[249]"
11,Fred Turner,"""Saddlesore Galactica""[249]"
11,Shawn Colvin,"""Alone Again, Natura-Diddily""[250]"
11,Marcia Wallace,"""Alone Again, Natura-Diddily"""
11,Frank Welker,"""Alone Again, Natura-Diddily""[70]"
11,Betty White,"""Missionary: Impossible""[251]"
11,Marcia Wallace,"""Pygmoelian"""
11,Marcia Wallace,"""Days of Wine and D'oh'ses"""
11,Diedrich Bader,"""Kill the Alligator and Run""[252]"
11,Joe C.,"""Kill the Alligator and Run""[252]"
11,Robert Evans,"""Kill the Alligator and Run""[252]"
11,Kid Rock,"""Kill the Alligator and Run""[252]"
11,Charlie Rose,"""Kill the Alligator and Run""[252]"
11,Frank Welker,"""Last Tap Dance in Springfield""[70]"
11,Parker Posey,"""It's a Mad, Mad, Mad, Mad Marge""[253]"
11,Marcia Wallace,"""It's a Mad, Mad, Mad, Mad Marge"""
11,Marc Wilmore,"""It's a Mad, Mad, Mad, Mad Marge""[70]"
11,Jim Forbes,"""Behind the Laughter""[254]"
11,Willie Nelson,"""Behind the Laughter""[254]"
11,Marcia Wallace,"""Behind the Laughter"""
12,Frank Welker,"""Treehouse of Horror XI"""
12,Gary Coleman,"""A Tale of Two Springfields""[255]"
12,Marcia Wallace,"""A Tale of Two Springfields"""
12,Frank Welker,"""A Tale of Two Springfields""[70]"
12,The Who[N],"""A Tale of Two Springfields""[255]"
12,Drew Barrymore,"""Insane Clown Poppy""[256]"
12,Stephen King,"""Insane Clown Poppy""[256]"
12,Joe Mantegna,"""Insane Clown Poppy""[256]"
12,Jay Mohr,"""Insane Clown Poppy""[256]"
12,Amy Tan,"""Insane Clown Poppy""[256]"
12,John Updike,"""Insane Clown Poppy""[256]"
12,Joshua Jackson,"""Lisa the Tree Hugger""[257]"
12,Leeza Gibbons,"""Homer vs. Dignity""[258]"
12,Marcia Wallace,"""Homer vs. Dignity"""
12,Patrick McGoohan,"""The Computer Wore Menace Shoes""[259]"
12,Marcia Wallace,"""The Computer Wore Menace Shoes"""
12,Edward Norton,"""The Great Money Caper""[260]"
12,Marcia Wallace,"""Skinner's Sense of Snow"""
12,Michael Keaton,"""Pokey Mom""[261]"
12,Charles Napier,"""Pokey Mom""[261]"
12,Robert Schimmel,"""Pokey Mom""[261]"
12,Bruce Vilanch,"""Pokey Mom""[261]"
12,Marcia Wallace,"""Pokey Mom"""
12,Neil Armstrong (archival),"""Worst Episode Ever"""
12,Johnnie Cochran (archival),"""Worst Episode Ever"""
12,Richard Nixon (archival),"""Worst Episode Ever"""
12,Tom Savini,"""Worst Episode Ever""[262]"
12,Andre Agassi,"""Tennis the Menace""[263]"
12,Pete Sampras,"""Tennis the Menace""[263]"
12,Marcia Wallace,"""Tennis the Menace"""
12,Serena Williams,"""Tennis the Menace""[263]"
12,Venus Williams,"""Tennis the Menace""[263]"
12,Gary Coleman,"""Day of the Jackanapes""[264]"
12,Kelsey Grammer,"""Day of the Jackanapes""[264]"
12,'N Sync[O],"""New Kids on the Blecch""[265]"
12,Tony Battaglia,"""New Kids on the Blecch""[266]"
12,Ben Bledsoe,"""New Kids on the Blecch""[266]"
12,"Michael ""J"" Horn","""New Kids on the Blecch""[266]"
12,Marc Terenzi,"""New Kids on the Blecch""[266]"
12,Stacy Keach,"""Hungry, Hungry Homer""[267]"
12,Marcia Wallace,"""Hungry, Hungry Homer"""
12,Kathy Griffin,"""Bye Bye Nerdie""[268]"
12,Jan Hooks,"""Bye Bye Nerdie""[268]"
12,Marcia Wallace,"""Bye Bye Nerdie"""
12,Frank Welker,"""Simpson Safari""[70]"
12,Joe Mantegna,"""Trilogy of Error""[269]"
12,Frankie Muniz,"""Trilogy of Error""[269]"
12,Shawn Colvin,"""I'm Goin' to Praiseland""[270]"
12,Marcia Wallace,"""I'm Goin' to Praiseland"""
12,Marcia Wallace,"""Simpsons Tall Tales"""
12,Frank Welker,"""Simpsons Tall Tales""[70]"
13,Pierce Brosnan,"""Treehouse of Horror XII""[271]"
13,Matthew Perry,"""Treehouse of Horror XII""[271]"
13,Marcia Wallace,"""Treehouse of Horror XII"""
13,Jess Harnell,"""The Parent Rap""[70]"
13,Jane Kaczmarek,"""The Parent Rap""[272]"
13,Marcia Wallace,"""The Parent Rap"""
13,R.E.M.[P],"""Homer the Moe""[273]"
13,Julia Louis-Dreyfus,"""A Hunka Hunka Burns in Love""[274]"
13,George Takei,"""A Hunka Hunka Burns in Love""[274]"
13,Joe Mantegna,"""The Blunder Years""[275]"
13,Paul Newman,"""The Blunder Years""[275]"
13,Judith Owen,"""The Blunder Years""[275]"
13,Richard Gere,"""She of Little Faith""[276]"
13,Jane Kaczmarek,"""Brawl in the Family""[277]"
13,Delroy Lindo,"""Brawl in the Family""[277]"
13,Ben Stiller,"""Sweets and Sour Marge""[278]"
13,Dana Gould,"""Jaws Wired Shut""[70]"
13,John Kassir,"""Jaws Wired Shut""[70]"
13,Jon Lovitz,"""Half-Decent Proposal""[279]"
13,Marcia Wallace,"""Half-Decent Proposal"""
13,Wolfgang Puck,"""The Bart Wants What It Wants""[280]"
13,Reese Witherspoon,"""The Bart Wants What It Wants""[280]"
13,Dennis Weaver,"""The Lastest Gun in the West""[281]"
13,Frank Welker,"""The Lastest Gun in the West""[281]"
13,Olympia Dukakis,"""The Old Man and the Key""[282]"
13,Bill Saluga,"""The Old Man and the Key""[282]"
13,Sally Stevens,"""Tales from the Public Domain"""
13,Phish[Q],"""Weekend at Burnsie's""[283]"
13,Stan Lee,"""I Am Furious (Yellow)""[284]"
13,Marcia Wallace,"""I Am Furious (Yellow)"""
13,James Lipton,"""The Sweetest Apu""[285]"
13,Robert Pinsky,"""Little Girl in the Big Ten""[286]"
13,Carmen Electra,"""The Frying Game""[287]"
13,Frances Sternhagen,"""The Frying Game""[287]"
13,Joe Mantegna,"""Poppa's Got a Brand New Badge""[288]"
13,Marcia Wallace,"""Poppa's Got a Brand New Badge"""
14,Elvis Costello,"""How I Spent My Strummer Vacation""[289]"
14,Mick Jagger,"""How I Spent My Strummer Vacation""[289]"
14,Lenny Kravitz,"""How I Spent My Strummer Vacation""[289]"
14,Tom Petty,"""How I Spent My Strummer Vacation""[289]"
14,Keith Richards,"""How I Spent My Strummer Vacation""[289]"
14,Brian Setzer,"""How I Spent My Strummer Vacation""[289]"
14,Marcia Wallace,"""How I Spent My Strummer Vacation"""
14,Tony Bennett,"""Bart vs. Lisa vs. the Third Grade""[290]"
14,Marcia Wallace,"""Bart vs. Lisa vs. the Third Grade"""
14,Baha Men[R],"""Large Marge""[291]"
14,Jan Hooks,"""Large Marge""[291]"
14,Marcia Wallace,"""Large Marge"""
14,Burt Ward,"""Large Marge""[291]"
14,Adam West,"""Large Marge""[291]"
14,Larry Holmes,"""Helter Shelter""[292]"
14,David Lander,"""Helter Shelter""[292]"
14,Kelsey Grammer,"""The Great Louse Detective""[293]"
14,Sally Stevens,"""The Great Louse Detective""[293]"
14,Little Richard,"""Special Edna""[294]"
14,Marcia Wallace,"""Special Edna"""
14,Elliott Gould,"""The Dad Who Knew Too Little""[295]"
14,Pamela Reed,"""Strong Arms of the Ma""[296]"
14,Ken Burns,"""Pray Anything"""
14,Lisa Leslie,"""Pray Anything""[297]"
14,Blink-182[S],"""Barting Over""[298]"
14,Tony Hawk,"""Barting Over""[298]"
14,Jane Kaczmarek,"""Barting Over""[298]"
14,Marcia Wallace,"""Barting Over"""
14,George Plimpton,"""I'm Spelling as Fast as I Can""[299]"
14,James L. Brooks,"""A Star Is Born Again""[300]"
14,Helen Fielding,"""A Star Is Born Again""[300]"
14,Gene Merlino,"""A Star Is Born Again"""
14,Marisa Tomei,"""A Star Is Born Again""[300]"
14,Marcia Wallace,"""A Star Is Born Again"""
14,Joe Mantegna,"""Mr. Spritz Goes to Washington""[301]"
14,Eric Idle,"""'Scuse Me While I Miss the Sky""[302]"
14,Joe Mantegna,"""'Scuse Me While I Miss the Sky""[302]"
14,Marcia Wallace,"""'Scuse Me While I Miss the Sky"""
14,Terry W. Greene,"""Three Gays of the Condo"""
14,Ben Schatz,"""Three Gays of the Condo""[303]"
14,Scott Thompson,"""Three Gays of the Condo""[303]"
14,"""Weird Al"" Yankovic","""Three Gays of the Condo""[303]"
14,David Byrne,"""Dude, Where's My Ranch?""[304]"
14,Andy Serkis,"""Dude, Where's My Ranch?""[304]"
14,Jonathan Taylor Thomas,"""Dude, Where's My Ranch?""[304]"
14,Stacy Keach,"""Old Yeller Belly""[305]"
14,John Kassir,"""Old Yeller Belly""[70]"
14,Jackson Browne,"""Brake My Wife, Please""[306]"
14,Steve Buscemi,"""Brake My Wife, Please""[306]"
14,Jane Kaczmarek,"""Brake My Wife, Please""[306]"
14,Marcia Wallace,"""Brake My Wife, Please"""
14,Joe Mantegna,"""Moe Baby Blues""[307]"
15,Oscar De La Hoya,"""Treehouse of Horror XIV""[308]"
15,Jennifer Garner,"""Treehouse of Horror XIV""[308]"
15,Dudley R. Herschbach,"""Treehouse of Horror XIV""[308]"
15,Jerry Lewis,"""Treehouse of Horror XIV""[308]"
15,Glenn Close,"""My Mother the Carjacker""[309]"
15,Michael Moore,"""The President Wore Pearls""[310]"
15,Marcia Wallace,"""The President Wore Pearls"""
15,Tony Blair,"""The Regina Monologues""[311]"
15,Jane Leeves,"""The Regina Monologues""[311]"
15,Evan Marriott,"""The Regina Monologues""[311]"
15,Ian McKellen,"""The Regina Monologues""[311]"
15,J. K. Rowling,"""The Regina Monologues""[311]"
15,Charles Napier,"""The Fat and the Furriest""[312]"
15,Jackie Mason,"""Today I Am A Clown""[313]"
15,Mr. T,"""Today I Am A Clown""[313]"
15,Jim Gilstrap,"""'Tis the Fifteenth Season""[70]"
15,Marcia Wallace,"""Marge vs. Singles, Seniors, Childless Couples and Teens and Gays"""
15,Tom Clancy,"""Diatribe of a Mad Housewife""[314]"
15,Ashley Olsen,"""Diatribe of a Mad Housewife""[314]"
15,Mary-Kate Olsen,"""Diatribe of a Mad Housewife""[314]"
15,Thomas Pynchon,"""Diatribe of a Mad Housewife""[314]"
15,Nick Bakay,"""Milhouse Doesn't Live Here Anymore""[315]"
15,William Daniels,"""Milhouse Doesn't Live Here Anymore""[315]"
15,Isabel Sanford,"""Milhouse Doesn't Live Here Anymore""[315]"
15,Dick Tufeld,"""Milhouse Doesn't Live Here Anymore""[315]"
15,Marcia Wallace,"""Milhouse Doesn't Live Here Anymore"""
15,Simon Cowell,"""Smart and Smarter""[316]"
15,Jon Lovitz,"""The Ziff Who Came to Dinner""[317]"
15,Brave Combo,"""Co-Dependent's Day""[318]"
15,Marcia Wallace,"""Co-Dependent's Day"""
15,Sarah Michelle Gellar,"""The Wandering Juvie""[319]"
15,Jane Kaczmarek,"""The Wandering Juvie""[319]"
15,Charles Napier,"""The Wandering Juvie""[319]"
15,Marcia Wallace,"""The Wandering Juvie"""
15,Matt Groening,"""My Big Fat Geek Wedding""[320]"
15,Marcia Wallace,"""My Big Fat Geek Wedding"""
15,Mark Campbell,"""Simple Simpson""[70]"
15,Nichelle Nichols,"""Simple Simpson""[70][321]"
15,Marcia Wallace,"""The Bart-Mangled Banner"""
16,Marie Cain,"""Treehouse of Horror XV"""
16,James Caan,"""All's Fair in Oven War""[322]"
16,Thomas Pynchon,"""All's Fair in Oven War""[322]"
16,Marcia Wallace,"""All's Fair in Oven War"""
16,Marcia Wallace,"""Sleeping with the Enemy"""
16,Kim Cattrall,"""She Used to Be My Girl""[323]"
16,Michael Dees,"""She Used to Be My Girl"""
16,Terry W. Greene,"""Fat Man and Little Boy"""
16,Eric Idle,"""Fat Man and Little Boy""[324]"
16,Tom Brady,"""Homer and Ned's Hail Mary Pass""[325]"
16,LeBron James,"""Homer and Ned's Hail Mary Pass""[325]"
16,Michelle Kwan,"""Homer and Ned's Hail Mary Pass""[325]"
16,Warren Sapp,"""Homer and Ned's Hail Mary Pass""[325]"
16,Yao Ming,"""Homer and Ned's Hail Mary Pass""[325]"
16,50 Cent,"""Pranksta Rap""[326]"
16,Dana Gould,"""Pranksta Rap"""
16,Marcia Wallace,"""There's Something About Marrying"""
16,Gary Busey,"""On a Clear Day I Can't See My Sister""[327]"
16,Jane Kaczmarek,"""On a Clear Day I Can't See My Sister""[327]"
16,Marcia Wallace,"""On a Clear Day I Can't See My Sister"""
16,Lucy Liu,"""Goo Goo Gai Pan""[328]"
16,Robert Wagner,"""Goo Goo Gai Pan""[328]"
16,Frank Gehry,"""The Seven-Beer Snitch""[329]"
16,Joe Mantegna,"""The Seven-Beer Snitch""[329]"
16,Charles Napier,"""The Seven-Beer Snitch""[329]"
16,John DiMaggio,"""Future-Drama""[330]"
16,Amy Poehler,"""Future-Drama""[330]"
16,Marcia Wallace,"""Future-Drama"""
16,Stephen Hawking,"""Don't Fear the Roofer""[331]"
16,Ray Romano,"""Don't Fear the Roofer""[331]"
16,Albert Brooks,"""The Heartbroke Kid""[332]"
16,Marcia Wallace,"""The Heartbroke Kid"""
16,Fantasia Barrino,"""A Star Is Torn""[333]"
16,Baha Men,"""Thank God, It's Doomsday""[334]"
16,Los Lobos,"""Thank God, It's Doomsday""[335]"
16,Jason Bateman,"""Home Away from Homer""[336]"
16,Liam Neeson,"""The Father, the Son, and the Holy Guest Star""[337]"
16,Marcia Wallace,"""The Father, the Son, and the Holy Guest Star"""
17,Alec Baldwin,"""Bonfire of the Manatees""[338]"
17,Joe Mantegna,"""Bonfire of the Manatees""[338]"
17,Terry Bradshaw,"""Treehouse of Horror XVI""[339]"
17,Terry W. Greene,"""Treehouse of Horror XVI"""
17,Dennis Rodman,"""Treehouse of Horror XVI""[339]"
17,Lily Tomlin,"""The Last of the Red Hat Mamas""[340]"
17,Maria Grazia Cucinotta,"""The Italian Bob""[341]"
17,Kelsey Grammer,"""The Italian Bob""[341]"
17,Marcia Wallace,"""The Italian Bob"""
17,Joe Frazier,"""Homer's Paternity Coot""[342]"
17,William H. Macy,"""Homer's Paternity Coot""[342]"
17,Michael York,"""Homer's Paternity Coot""[342]"
17,Marcia Wallace,"""We're on the Road to D'ohwhere"""
17,Marcia Wallace,"""My Fair Laddy"""
17,Michael Dees,"""The Seemingly Never-Ending Story"""
17,Maurice LaMarche,"""The Seemingly Never-Ending Story""[343]"
17,Marcia Wallace,"""The Seemingly Never-Ending Story"""
17,Antonio Fargas,"""Bart Has Two Mommies""[344]"
17,Randy Johnson,"""Bart Has Two Mommies""[344]"
17,Susan Sarandon,"""Bart Has Two Mommies""[344]"
17,Dave Thomas,"""Bart Has Two Mommies""[344]"
17,Ricky Gervais,"""Homer Simpson, This Is Your Wife""[345]"
17,Marcia Wallace,"""Homer Simpson, This Is Your Wife"""
17,Michael Carrington,"""Million Dollar Abie""[70]"
17,Rob Reiner,"""Million Dollar Abie""[346]"
17,Richard Dean Anderson,"""Kiss Kiss, Bang Bangalore""[347]"
17,Meher Tatna,"""Kiss Kiss, Bang Bangalore""[70]"
17,Amick Byram,"""Girls Just Want to Have Sums"""
17,Jim Gilstrap,"""Girls Just Want to Have Sums""[70]"
17,Bob Joyce,"""Girls Just Want to Have Sums"""
17,Frances McDormand,"""Girls Just Want to Have Sums""[348]"
17,Sally Stevens,"""Girls Just Want to Have Sums"""
17,Marcia Wallace,"""Girls Just Want to Have Sums"""
17,Oren Waters,"""Girls Just Want to Have Sums"""
17,Sal Bando,"""Regarding Margie""[349]"
17,Gene Tenace,"""Regarding Margie""[349]"
17,Marcia Wallace,"""Regarding Margie"
17,Melanie Griffith,"""The Monkey Suit""[350]"
17,Larry Hagman,"""The Monkey Suit""[350]"
17,Stacy Keach,"""Marge and Homer Turn a Couple Play""[351]"
17,Mandy Moore,"""Marge and Homer Turn a Couple Play""[351]"
18,Michael Imperioli,"""The Mook, the Chef, the Wife and Her Homer""[352]"
18,Joe Mantegna,"""The Mook, the Chef, the Wife and Her Homer""[352]"
18,Metallica[T],"""The Mook, the Chef, the Wife and Her Homer""[352]"
18,Joe Pantoliano,"""The Mook, the Chef, the Wife and Her Homer""[352]"
18,Larina Jean Adamson,"""Jazzy and the Pussycats"""
18,The White Stripes[U],"""Jazzy and the Pussycats""[353]"
18,Fran Drescher,"""Treehouse of Horror XVII""[354]"
18,Maurice LaMarche,"""Treehouse of Horror XVII""[354]"
18,Richard Lewis,"""Treehouse of Horror XVII""[354]"
18,Phil McGraw,"""Treehouse of Horror XVII""[354]"
18,Sir Mix-a-Lot,"""Treehouse of Horror XVII""[354]"
18,Marcia Wallace,"""Treehouse of Horror XVII"""
18,Maurice LaMarche,"""G.I. (Annoyed Grunt)""[355]"
18,Kiefer Sutherland,"""G.I. (Annoyed Grunt)""[355]"
18,Michael Chabon,"""Moe'N'a Lisa""[356]"
18,Jonathan Franzen,"""Moe'N'a Lisa""[356]"
18,J. K. Simmons,"""Moe'N'a Lisa""[356]"
18,Gore Vidal,"""Moe'N'a Lisa""[356]"
18,Tom Wolfe,"""Moe'N'a Lisa""[356]"
18,Elvis Stojko,"""Kill Gil, Volumes I & II""[357]"
18,Dana Gould,"""The Wife Aquatic"""
18,Maurice LaMarche,"""The Wife Aquatic""[358]"
18,Sab Shimono,"""The Wife Aquatic""[358]"
18,Natalie Portman,"""Little Big Girl""[359]"
18,Eric Idle,"""Springfield Up""[360]"
18,Peter Bogdanovich,"""Yokel Chords""[361]"
18,Andy Dick,"""Yokel Chords""[361]"
18,James Patterson,"""Yokel Chords""[361]"
18,Meg Ryan,"""Yokel Chords""[361]"
18,Stephen Sondheim,"""Yokel Chords""[361]"
18,Marcia Wallace,"""Yokel Chords"""
18,Jane Kaczmarek,"""Rome-old and Juli-eh""[362]"
18,Jon Lovitz,"""Homerazzi""[363]"
18,J. K. Simmons,"""Homerazzi""[363]"
18,Betty White,"""Homerazzi""[363]"
18,Ronaldo,"""Marge Gamer""[364]"
18,Marcia Wallace,"""Marge Gamer"""
18,Rudy Giuliani[V],"""Stop or My Dog Will Shoot""[365]"
18,Stephen Hawking,"""Stop or My Dog Will Shoot""[366]"
18,Maurice LaMarche,"""Stop or My Dog Will Shoot""[366]"
18,Marcia Wallace,"""Stop or My Dog Will Shoot"""
18,Mary Lynn Rajskub,"""24 Minutes""[367]"
18,Kiefer Sutherland,"""24 Minutes""[367]"
18,Maurice LaMarche,"""You Kent Always Say What You Want""[368]"
18,Ludacris,"""You Kent Always Say What You Want""[368]"
19,Stephen Colbert,"""He Loves to Fly and He D'ohs""[370]"
19,Lionel Richie,"""He Loves to Fly and He D'ohs""[370]"
19,Plácido Domingo,"""Homer of Seville""[371]"
19,Maya Rudolph,"""Homer of Seville""[371]"
19,Matt Dillon,"""Midnight Towboy""[372]"
19,Steve Buscemi,"""I Don't Wanna Know Why the Caged Bird Sings""[373]"
19,Julia Louis-Dreyfus,"""I Don't Wanna Know Why the Caged Bird Sings""[373]"
19,Ted Nugent,"""I Don't Wanna Know Why the Caged Bird Sings""[373]"
19,Maurice LaMarche,"""Treehouse of Horror XVIII""[70]"
19,Jack Black,"""Husbands and Knives""[374][375]"
19,Daniel Clowes,"""Husbands and Knives""[374][375]"
19,Maurice LaMarche,"""Husbands and Knives""[374][375]"
19,Sang Am Lee,"""Husbands and Knives""[374][375]"
19,Alan Moore,"""Husbands and Knives""[374][375]"
19,Art Spiegelman,"""Husbands and Knives""[374][375]"
19,Kelsey Grammer,"""Funeral for a Fiend""[376]"
19,John Mahoney,"""Funeral for a Fiend""[376]"
19,Keith Olbermann,"""Funeral for a Fiend""[376]"
19,David Hyde Pierce,"""Funeral for a Fiend""[376]"
19,Dan Rather,"""E Pluribus Wiggum""[377]"
19,Jon Stewart,"""E Pluribus Wiggum""[377]"
19,Michael Dees,"""That '90s Show"""
19,Kurt Loder,"""That '90s Show""[378]"
19,"""Weird Al"" Yankovic","""That 90's Show""[378]"
19,Topher Grace,"""The Debarted""[379]"
19,Terry Gross,"""The Debarted""[379]"
19,Marcia Wallace,"""The Debarted""[379]"
19,Marcia Wallace,"""Dial ""N"" for Nerder"""
19,Beverly D'Angelo,"""Papa Don't Leech""[380]"
19,Dixie Chicks[X],"""Papa Don't Leech""[380]"
19,Zooey Deschanel,"""Apocalypse Cow""[381]"
19,Jim Jarmusch,"""Any Given Sundance""[382]"
19,John C. Reilly,"""Any Given Sundance""[382]"
19,Lance Armstrong,"""Mona Leaves-a""[383]"
19,Glenn Close,"""Mona Leaves-a""[383]"
19,Drew Carey,"""All About Lisa""[384]"
20,Robert Forster,"""Sex, Pies and Idiot Scrapes""[385]"
20,Julia Louis-Dreyfus,"""Sex, Pies and Idiot Scrapes""[385]"
20,Joe Mantegna,"""Sex, Pies and Idiot Scrapes""[385]"
20,Brian Grazer,"""Lost Verizon""[386]"
20,Denis Leary,"""Lost Verizon""[386]"
20,Joe Montana,"""Double, Double, Boy in Trouble""[387]"
20,Marcia Wallace,"""Treehouse of Horror XIX"""
20,Maurice LaMarche,"""Dangerous Curves""[388]"
20,Merl Reagle,"""Homer and Lisa Exchange Cross Words""[389]"
20,Will Shortz,"""Homer and Lisa Exchange Cross Words""[389]"
20,Scott Thompson,"""Homer and Lisa Exchange Cross Words""[389]"
20,Marcia Wallace,"""Homer and Lisa Exchange Cross Words"""
20,Shohreh Aghdashloo,"""Mypods and Boomsticks""[390]"
20,Marv Albert,"""The Burns and the Bees""[391]"
20,Jeff Bezos,"""The Burns and the Bees""[391]"
20,Mark Cuban,"""The Burns and the Bees""[391]"
20,Emily Blunt,"""Lisa the Drama Queen""[392]"
20,Fall Out Boy,"""Lisa the Drama Queen""[392]"
20,Marcia Wallace,"""Take My Life, Please"""
20,Marcia Wallace,"""How the Test Was Won"""
20,Maurice LaMarche,"""No Loan Again, Naturally""[70]"
20,Marcia Wallace,"""No Loan Again, Naturally"""
20,"Ed Begley, Jr.","""Gone Maggie Gone""[393]"
20,Glen Hansard,"""In the Name of the Grandfather""[394]"
20,Markéta Irglová,"""In the Name of the Grandfather""[394]"
20,Colm Meaney,"""In the Name of the Grandfather""[394]"
20,Marcia Wallace,"""In the Name of the Grandfather"""
20,Kelsey Grammer,"""Wedding for Disaster""[395]"
20,Anne Hathaway,"""The Good, the Sad and the Drugly""[396]"
20,Marcia Wallace,"""Father Knows Worst"""
20,Maurice LaMarche,"""Waverly Hills 9-0-2-1-D'oh""[397]"
20,Elliot Page[Y],"""Waverly Hills 9-0-2-1-D'oh""[397]"
20,Marcia Wallace,"""Waverly Hills 9-0-2-1-D'oh"""
20,Jodie Foster,"""Four Great Women and a Manicure""[398]"
